State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,03/09/2026,15000,16000,15500
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Carrot,Pusakesar,Local,03/09/2026,6000,6500,6250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Capsicum,Capsicum,Local,03/09/2026,6000,6500,6250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,03/09/2026,5500,6000,5750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,03/09/2026,8500,9500,9000
Haryana,Gurgaon,"Gurgaon APMC","Bottle gourd",Other,"Grade B",03/09/2026,800,1200,1000
Odisha,Kalahandi,"Kalahandi(Dharamagarh) APMC",Cabbage,Other,"Grade B",03/09/2026,2600,3000,2800
"Jammu and Kashmir",Kathua,"Kathua (F&V)",Cucumbar(Kheera),Other,FAQ,03/09/2026,1500,2000,1750
"Jammu and Kashmir",Kathua,"Kathua (F&V)",Cabbage,Cabbage,FAQ,03/09/2026,2500,3000,2750
"Jammu and Kashmir",Kathua,"Kathua (F&V)",Cauliflower,Other,FAQ,03/09/2026,3000,5000,4000
"Jammu and Kashmir",Kathua,"Kathua (F&V)",Papaya,Papaya,"Grade B",03/09/2026,4500,5000,4750
Odisha,Mayurbhanja,"Karanjia APMC",Pumpkin,Pumpkin,Local,03/09/2026,1000,1300,1200
Odisha,Mayurbhanja,"Karanjia APMC",Fish,Other,Local,03/09/2026,19000,20000,20000
Odisha,Mayurbhanja,"Karanjia APMC",Cauliflower,Cauliflower,Local,03/09/2026,5000,5500,5200
Punjab,Bhatinda,"Rampuraphul(Nabha Mandi) APMC","Bhindi(Ladies Finger)",Bhindi,"Grade A",03/09/2026,2500,3500,3000
Punjab,Bhatinda,"Rampuraphul(Nabha Mandi) APMC",Banana,Other,"Grade A",03/09/2026,2000,3000,2500
Punjab,Bhatinda,"Rampuraphul(Nabha Mandi) APMC",Tomato,Other,"Grade A",03/09/2026,1500,2500,2000
Punjab,Hoshiarpur,"Mukerian(Talwara) APMC",Capsicum,Capsicum,FAQ,03/09/2026,4000,5000,4500
"Himachal Pradesh",Kangra,"SMY Baijnath","Bhindi(Ladies Finger)",Bhindi,"Grade B",03/09/2026,2700,2800,2800
"Himachal Pradesh",Kangra,"SMY Baijnath",Tomato,Local,"Grade B",03/09/2026,2400,2600,2500
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Carrot,Carrot,FAQ,03/09/2026,3500,3600,3550
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Papaya,Other,Medium,03/09/2026,4400,4600,4500
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Banana,Other,Medium,03/09/2026,5400,5600,5500
"Himachal Pradesh",Kangra,"SMY Jaisinghpur","Sponge gourd","Sponge gourd",FAQ,03/09/2026,3500,3800,3600
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Tomato,Tomato,FAQ,03/09/2026,4400,4600,4500
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Pumpkin,Pumpkin,FAQ,03/09/2026,2200,2500,2400
"Himachal Pradesh",Kangra,"SMY Jaisinghpur",Brinjal,Brinjal,FAQ,03/09/2026,2800,3000,2900
Keralam,Kozhikode(Calicut),"Quilandy Market","Cluster beans",Other,FAQ,03/09/2026,4000,4500,4200
Keralam,Kozhikode(Calicut),"Quilandy Market",Carrot,Other,FAQ,03/09/2026,5800,6200,6000
Keralam,Kozhikode(Calicut),"Quilandy Market","French Beans(Frasbean)",Other,FAQ,03/09/2026,5600,6000,5800
Keralam,Kozhikode(Calicut),"Quilandy Market",Potato,Other,FAQ,03/09/2026,2300,2400,2400
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )",Papaya,Papaya,Local,03/09/2026,2000,2400,2200
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )",Onion,Bellary,Local,03/09/2026,5400,5800,5600
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )",Potato,Other,Local,03/09/2026,4000,4300,4150
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,03/09/2026,3400,3800,3600
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )",Ashgourd,Gouard,Local,03/09/2026,2000,2500,2250
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,2800,3200,3000
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,03/09/2026,4400,4800,4600
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )",Cabbage,Cabbage,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai )","Green Avare(W)",Other,Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,03/09/2026,7000,8000,7500
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Banana,Besrai,Local,03/09/2026,4000,8000,6000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,03/09/2026,1500,1800,1650
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,03/09/2026,3500,4500,4000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Thondekai,Thondekai,Local,03/09/2026,3200,4000,3600
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,03/09/2026,3000,4000,3500
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,03/09/2026,2000,2800,2400
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Lemon,Lemon,Local,03/09/2026,18000,21000,19500
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,03/09/2026,16000,20000,18000
"Uttar Pradesh",Saharanpur,"Gangoh APMC",Paddy(Common),Other,FAQ,03/09/2026,3725,3725,3725
Telangana,Hyderabad,"RYTHU BAZAR MEHDIPATNAM","Green Chilli","Green Chilly","Grade A",03/09/2026,3500,3500,3500
Telangana,Hyderabad,"RYTHU BAZAR MEHDIPATNAM","Leafy Vegetable","Leafy Vegetables","Grade A",03/09/2026,3500,3500,3500
Telangana,Hyderabad,"RYTHU BAZAR MEHDIPATNAM","Wild Cucumber","Wild Cucumber","Grade A",03/09/2026,1800,1800,1800
Telangana,Hyderabad,"RYTHU BAZAR MEHDIPATNAM",Drumstick,Drumstick,"Grade A",03/09/2026,6000,6000,6000
Telangana,Hyderabad,"RYTHU BAZAR MEHDIPATNAM",Carrot,Carrot,"Grade A",03/09/2026,4500,4500,4500
"Uttar Pradesh","Sant Kabir Nagar","Khalilabad APMC",Potato,Potato,Medium,03/09/2026,1500,1600,1550
Telangana,Mahbubnagar,"Mahabubnagar(Rythu Bazar)",Cabbage,Cabbage,Local,03/09/2026,3000,3000,3000
Haryana,Panipat,"Samalkha APMC","Green Chilli","Green Chilly",FAQ,03/09/2026,3000,4000,3500
Haryana,Panipat,"Samalkha APMC",Ridgeguard(Tori),Other,FAQ,03/09/2026,1500,1500,1500
Haryana,Panipat,"Samalkha APMC",Raddish,Raddish,FAQ,03/09/2026,1000,1500,1300
Haryana,Panipat,"Samalkha APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,03/09/2026,1000,1500,1300
Haryana,Panipat,"Samalkha APMC",Cabbage,Cabbage,FAQ,03/09/2026,1500,1500,1500
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Cauliflower,Ranchi,Local,03/09/2026,3000,4000,3500
"Tamil Nadu",Namakkal,"Tiruchengode APMC","Bitter gourd","Bitter Gourd",Local,03/09/2026,5000,6000,5500
"Tamil Nadu",Namakkal,"Tiruchengode APMC","Bottle gourd","Bottle Gourd",Local,03/09/2026,1800,2000,1900
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Ashgourd,Gouard,Local,03/09/2026,2000,2400,2200
"Tamil Nadu",Namakkal,"Tiruchengode APMC","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Carrot,Pusakesar,Local,03/09/2026,6000,7000,6500
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Cucumbar(Kheera),Cucumbar,Local,03/09/2026,8000,9000,8500
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Raddish,Raddish,Local,03/09/2026,2000,2400,2200
Telangana,Karimnagar,"Weekly Market Area,RBZ APMC",Beetroot,Beetroot,Local,03/09/2026,2000,3500,2000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Tomato,Deshi,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Onion,Bellary,Local,03/09/2026,5000,5600,5300
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )","Onion Green","Onion Green",Local,03/09/2026,7000,8000,7500
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,03/09/2026,4500,4800,4650
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Brinjal,Other,Local,03/09/2026,3200,3600,3400
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Grapes,Annabesahai,Local,03/09/2026,9000,10000,9500
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Onion,Bellary,Local,03/09/2026,5200,5500,5350
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,03/09/2026,3200,3600,3400
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Bitter gourd",Other,Local,03/09/2026,4000,4400,4200
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Ashgourd,Gouard,Local,03/09/2026,1800,2000,1900
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,03/09/2026,6500,7000,6750
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Beetroot,Beetroot,Local,03/09/2026,5400,5800,5600
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Colacasia,Colacasia,Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Pear(Marasebu),Pears,Local,03/09/2026,14000,15000,14500
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,03/09/2026,8500,9000,8750
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,03/09/2026,4800,5200,5000
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Tomato,Local,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Onion,Bellary,Local,03/09/2026,5000,5500,5250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,03/09/2026,2800,3200,3000
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,03/09/2026,15000,16000,15500
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Cabbage,Cabbage,Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,03/09/2026,3000,3800,3400
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Beetroot,Beetroot,Local,03/09/2026,5200,5800,5500
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Pomegranate,Pomogranate,Local,03/09/2026,10000,14000,12000
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,03/09/2026,8000,8500,8250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,03/09/2026,7500,8000,7750
Odisha,Mayurbhanja,"Narasinghpur APMC","Ladies Finger","Ladies Finger",Local,03/09/2026,3000,4000,3500
Odisha,Mayurbhanja,"Narasinghpur APMC","Bitter gourd","Bitter Gourd",Local,03/09/2026,3000,6000,4000
Odisha,Mayurbhanja,"Narasinghpur APMC","Green Chilli","Green Chilly",Local,03/09/2026,6000,8000,7000
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Brinjal,Other,Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Tomato,Deshi,Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Lemon,Lemon,Local,03/09/2026,12000,14000,13000
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,03/09/2026,5000,6000,5500
"Uttar Pradesh",Bijnor,"Haldaur APMC",Gur(Jaggery),Other,FAQ,03/09/2026,4500,4500,4500
Odisha,Boudh,"Khunthabandha APMC",Tomato,Tomato,Local,03/09/2026,3000,4000,3500
"Uttar Pradesh",Shamli,"Kairana APMC",Lemon,Lemon,FAQ,03/09/2026,4000,4100,4050
"Uttar Pradesh",Shamli,"Kairana APMC",Cabbage,Cabbage,FAQ,03/09/2026,1500,1600,1550
"Uttar Pradesh",Shamli,"Kairana APMC",Cauliflower,Cauliflower,FAQ,03/09/2026,1300,1400,1350
"Uttar Pradesh",Shamli,"Kairana APMC","Sponge gourd",Other,FAQ,03/09/2026,1800,1900,1850
"Uttar Pradesh",Shamli,"Kairana APMC",Turnip,Turnip,FAQ,03/09/2026,2500,2600,2550
"Uttar Pradesh",Shamli,"Kairana APMC",Potato,Other,FAQ,03/09/2026,800,800,800
Keralam,Idukki,"Thodupuzha Market",Mango,Other,"Grade Range-1",03/09/2026,5700,5900,5900
Keralam,Idukki,"Thodupuzha Market",Banana,Robusta,"Grade Range-1",03/09/2026,2800,3000,3000
Telangana,"Ranga Reddy","L B Nagar APMC",Tomato,Tomato,Medium,03/09/2026,600,1200,800
Telangana,"Ranga Reddy","L B Nagar APMC","Bhindi(Ladies Finger)",Bhindi,Medium,03/09/2026,1000,1500,1200
Telangana,"Ranga Reddy","L B Nagar APMC","Banana - Green","Banana - Green",Medium,03/09/2026,2000,3000,2500
Telangana,"Ranga Reddy","Ibrahimpatnam APMC",Brinjal,Brinjal,Local,03/09/2026,1200,1200,1200
Telangana,"Ranga Reddy","Ibrahimpatnam APMC","Green Chilli","Green Chilly",Local,03/09/2026,4500,4500,4500
Telangana,Siddipet,"Siddipet(Rythu Bazar) ",Snakeguard,Snakeguard,"Grade A",03/09/2026,4500,5500,5000
Telangana,Siddipet,"Siddipet(Rythu Bazar) ","Bitter gourd","Bitter Gourd","Grade A",03/09/2026,2500,3500,3000
Telangana,Siddipet,"Siddipet(Rythu Bazar) ",Cucumbar(Kheera),Cucumbar,"Grade A",03/09/2026,1500,2400,2000
Chandigarh,Chandigarh,"Chandigarh (Grain/F&V) APMC",Cabbage,Cabbage,FAQ,03/09/2026,300,1500,1200
Chandigarh,Chandigarh,"Chandigarh (Grain/F&V) APMC",Pumpkin,Pumpkin,FAQ,03/09/2026,800,1200,1000
Chandigarh,Chandigarh,"Chandigarh (Grain/F&V) APMC","Mousambi(Sweet Lime)",Mousambi,Medium,03/09/2026,2000,4250,3500
Chandigarh,Chandigarh,"Chandigarh (Grain/F&V) APMC","Water Melon",Other,Medium,03/09/2026,1500,2000,1800
Chandigarh,Chandigarh,"Chandigarh (Grain/F&V) APMC","Bitter gourd","Bitter Gourd",FAQ,03/09/2026,800,1200,1000
Odisha,Bargarh,"Godbhaga APMC",Brinjal,Other,Local,03/09/2026,2850,3200,3000
Telangana,"Ranga Reddy","Vanasthalipuram,RBZ ",Cauliflower,Cauliflower,"Grade A",03/09/2026,1800,1800,1800
Telangana,"Ranga Reddy","Vanasthalipuram,RBZ ",Tomato,Other,"Grade A",03/09/2026,1700,1700,1700
Telangana,"Ranga Reddy","Vanasthalipuram,RBZ ","Ladies Finger","Ladies Finger","Grade A",03/09/2026,3500,3500,3500
Telangana,"Ranga Reddy","Vanasthalipuram,RBZ ","Little gourd(Kundru)","Little gourd (Kundru)","Grade A",03/09/2026,2800,2800,2800
Telangana,"Ranga Reddy","Vanasthalipuram,RBZ ",Onion,Onion,"Grade A",03/09/2026,4000,4000,4000
Telangana,"Ranga Reddy","Vanasthalipuram,RBZ ","Wild Cucumber","Wild Cucumber","Grade A",03/09/2026,1800,1800,1800
Telangana,"Ranga Reddy","Vanasthalipuram,RBZ ","Banana - Green","Banana - Green","Grade A",03/09/2026,4000,4000,4000
Telangana,"Ranga Reddy","Vanasthalipuram,RBZ ","Leafy Vegetable","Leafy Vegetables","Grade A",03/09/2026,5000,5000,5000
Odisha,Bhadrak,"Chandabali APMC",Brinjal,Other,"Grade Range-2",03/09/2026,3740,4250,4000
Odisha,Bhadrak,"Chandabali APMC",Onion,Other,"Grade Range-2",03/09/2026,4000,4550,4260
Odisha,Bhadrak,"Chandabali APMC",Potato,Other,"Grade Range-2",03/09/2026,1250,1500,1330
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )",Papaya,Papaya,Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,03/09/2026,2000,2500,2250
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,03/09/2026,2000,2500,2250
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,03/09/2026,3000,4000,3500
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )",Drumstick,Drumstick,Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,03/09/2026,5500,6000,5750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai )",Colacasia,Colacasia,Local,03/09/2026,6500,7000,6750
Tripura,"South Tripura",Manubazar,"Bhindi(Ladies Finger)",Bhindi,"Grade A",03/09/2026,4000,5000,4500
Tripura,"South Tripura",Manubazar,"Banana - Green","Banana - Green","Grade A",03/09/2026,2300,2500,2400
Tripura,"South Tripura",Manubazar,Cowpea(Veg),"Cowpea (Veg)","Grade A",03/09/2026,4000,5000,4500
Tripura,"South Tripura",Manubazar,Onion,"1st Sort","Grade A",03/09/2026,4600,5000,4800
Tripura,"South Tripura",Manubazar,Papaya(Raw),"Papaya (Raw)","Grade A",03/09/2026,2300,2500,2400
Tripura,"South Tripura",Manubazar,Raddish,Other,"Grade A",03/09/2026,2300,2500,2400
Tripura,"South Tripura",Biokhora,"Green Chilli","Green Chilly",FAQ,03/09/2026,15250,15350,15300
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai )",Brinjal,Round,Local,03/09/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai )",Onion,Bellary,Local,03/09/2026,5000,5500,5250
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,03/09/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai )","Onion Green","Onion Green",Local,03/09/2026,7500,8000,7750
Assam,Kamrup,"Pamohi(Garchuk) APMC",Beans,"Beans (Whole)",FAQ,03/09/2026,9000,10000,9500
Assam,Kamrup,"Pamohi(Garchuk) APMC",Brinjal,Round/Long,FAQ,03/09/2026,2000,2500,2200
"Tamil Nadu",Cuddalore,"Chidambaram(Uzhavar Sandhai )",Brinjal,Round,Local,03/09/2026,4000,5000,4500
"Tamil Nadu",Cuddalore,"Chidambaram(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,03/09/2026,9000,9000,9000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai )",Banana,Besrai,Local,03/09/2026,4000,8000,6000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,03/09/2026,2000,3000,2500
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai )",Tapioca,Tapioca,Local,03/09/2026,5000,5000,5000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,03/09/2026,17000,17000,17000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai )",Cabbage,Cabbage,Local,03/09/2026,3000,3000,3000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,03/09/2026,3000,3000,3000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai )","Green Avare(W)","Green Avare (W)",Local,03/09/2026,6000,6000,6000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,03/09/2026,4000,4000,4000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai )",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,03/09/2026,9000,14000,11500
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )",Tomato,Deshi,Local,03/09/2026,3500,3500,3500
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )",Thondekai,Thondekai,Local,03/09/2026,4000,4500,4250
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )",Guava,"Guava Allahabad",Local,03/09/2026,5000,6000,5500
Rajasthan,Jaipur,"Bassi APMC",Mustard,Other,Local,03/09/2026,6280,7825,7052
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Brinjal,Round,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Onion,Bellary,Local,03/09/2026,5000,5500,5250
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,03/09/2026,1500,2000,1750
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,03/09/2026,3000,3500,3250
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,03/09/2026,2500,3000,2750
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Jack Fruit(Ripe)","Jack Fruit",Local,03/09/2026,5000,6000,5500
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Colacasia,Colacasia,Local,03/09/2026,6500,7000,6750
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Onion Green","Onion Green",Local,03/09/2026,7500,8000,7750
Bihar,Madhubani,"Madhubani APMC",Brinjal,Brinjal,FAQ,03/09/2026,2300,2500,2400
"Tamil Nadu",Coimbatore,"Thiruppur APMC","Bajra(Pearl Millet/Cumbu)",Other,Local,03/09/2026,2400,2600,2500
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC","Cluster beans","Cluster Beans",Local,03/09/2026,3500,4000,3750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC","Bottle gourd","Bottle Gourd",Local,03/09/2026,2500,2800,2650
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC","Banana - Green","Banana - Green",Local,03/09/2026,6500,7000,6750
"Tamil Nadu","Nagercoil (Kannyiakumari)","Vadaseri APMC",Cabbage,Cabbage,Local,03/09/2026,5000,5500,5250
